Invoice Number,Date Sale,Time Sale,Product,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock,Category_Cigarettes,Category_Drinks,Category_Others,Category_Candies
8454-438,2024-08-01,20:39:05.516939,Lucky Strike,18,11.0,198.0,Bank Transfer,Seller C,0.06,13.97,Note 4,27,1.0,0.0,0.0,0
9835-315,2024-08-30,20:39:05.516939,Marlboro,17,13.0,221.0,Cash,Seller D,55.19,31.36,Note 4,22,1.0,0.0,0.0,0
5090-356,2024-08-04,20:39:05.532567,Magazine,13,12.36,160.68,Credit Card,Seller D,35.59,25.71,Note 1,64,0.0,0.0,1.0,0
9114-133,2024-07-01,20:39:05.532567,Lucky Strike,9,11.0,99.0,Bank Transfer,Seller B,13.86,24.21,Note 2,55,1.0,0.0,0.0,0
6419-420,2024-07-02,20:39:05.532567,Cookies,2,6.58,13.16,Credit Card,Seller A,2.89,2.11,Note 1,51,0.0,0.0,0.0,0
7798-481,2024-07-19,20:39:05.532567,Lucky Strike,12,11.0,132.0,Bank Transfer,Seller B,1.56,6.8,Note 2,93,1.0,0.0,0.0,0
7323-189,2024-08-14,20:39:05.532567,Juice,3,16.55,49.65,PayPal,Seller B,9.23,7.94,Note 4,78,0.0,1.0,0.0,0
1155-591,2024-08-27,20:39:05.532567,Beer,3,18.19,54.57,Cash,Seller D,6.86,8.73,Note 4,44,0.0,1.0,0.0,0
8231-654,2024-07-08,20:39:05.532567,Juice,7,1.55,10.85,Bank Transfer,Seller D,1.16,1.74,Note 1,94,0.0,1.0,0.0,0
4595-143,2024-07-25,20:39:05.532567,Chocolate,1,11.81,11.81,PayPal,Seller A,0.11,1.89,Note 2,11,0.0,0.0,0.0,0
9438-734,2024-08-24,20:39:05.532567,Lucky Strike,1,11.0,11.0,Cash,Seller D,0.65,0.74,Note 1,76,1.0,0.0,0.0,0
5185-138,2024-07-08,20:39:05.548194,Juice,8,1.05,8.4,Bank Transfer,Seller B,0.02,1.34,Note 1,74,0.0,1.0,0.0,0
4725-460,2024-07-25,20:39:05.548194,Cookies,6,8.4,50.4,PayPal,Seller A,14.39,8.06,Note 1,46,0.0,0.0,0.0,0
1726-841,2024-08-21,20:39:05.548194,Beer,13,18.51,240.63,Cash,Seller D,7.94,38.5,Note 4,67,0.0,1.0,0.0,0
2697-260,2024-07-02,20:39:05.548194,Water,1,9.81,9.81,Bank Transfer,Seller B,2.28,1.57,Note 3,61,0.0,1.0,0.0,0
7336-820,2024-08-06,20:39:05.548194,Beer,3,11.93,35.79,PayPal,Seller D,5.02,5.73,Note 4,58,0.0,1.0,0.0,0
4126-923,2024-08-29,20:39:05.548194,Chocolate,16,8.08,129.28,PayPal,Seller A,9.98,20.68,Note 1,44,0.0,0.0,0.0,0
2646-713,2024-07-10,20:39:05.548194,Lucky Strike,11,11.0,121.0,PayPal,Seller D,19.27,10.31,Note 1,80,1.0,0.0,0.0,0
8773-204,2024-07-04,20:39:05.548194,Juice,10,19.35,193.5,Bank Transfer,Seller A,46.19,30.96,Note 2,43,0.0,1.0,0.0,0
9663-919,2024-08-15,20:39:05.548194,Lucky Strike,15,11.0,165.0,Cash,Seller C,14.81,43.97,Note 4,84,1.0,0.0,0.0,0
4651-109,2024-07-25,20:39:05.563818,Cookies,11,18.42,202.62,Cash,Seller D,53.21,32.42,Note 1,25,0.0,0.0,0.0,0
9486-169,2024-07-22,20:39:05.563818,Water,6,15.05,90.3,Cash,Seller C,9.91,14.45,Note 4,66,0.0,1.0,0.0,0
6707-129,2024-08-17,20:39:05.563818,Lucky Strike,11,11.0,121.0,Cash,Seller D,23.05,21.89,Note 3,95,1.0,0.0,0.0,0
8902-313,2024-08-21,20:39:05.563818,Beer,8,1.66,13.28,PayPal,Seller D,2.11,2.12,Note 3,86,0.0,1.0,0.0,0
1782-686,2024-07-07,20:39:05.563818,Magazine,4,6.3,25.2,Cash,Seller B,0.02,4.03,Note 4,9,0.0,0.0,1.0,0
3346-514,2024-07-22,20:39:05.563818,Magazine,18,9.94,178.92,Cash,Seller C,30.84,28.63,Note 3,24,0.0,0.0,1.0,0
8046-695,2024-08-17,20:39:05.563818,Magazine,14,18.13,253.82,Cash,Seller B,63.16,40.61,Note 4,68,0.0,0.0,1.0,0
8305-769,2024-08-29,20:39:05.563818,Magazine,3,5.64,16.92,Credit Card,Seller A,3.94,2.71,Note 4,61,0.0,0.0,1.0,0
8257-131,2024-08-30,20:39:05.563818,Candies,7,6.1,42.7,Credit Card,Seller C,7.82,6.83,Note 4,87,0.0,0.0,0.0,0
7012-311,2024-07-24,20:39:05.579438,Chocolate,17,8.2,139.4,PayPal,Seller B,27.43,22.3,Note 4,56,0.0,0.0,0.0,0
5320-810,2024-07-03,20:39:05.579438,Magazine,13,11.95,155.35,Credit Card,Seller D,32.83,24.86,Note 3,20,0.0,0.0,1.0,0
8821-222,2024-07-11,20:39:05.579438,Marlboro,9,13.0,117.0,Cash,Seller B,1.68,17.63,Note 1,43,1.0,0.0,0.0,0
9921-335,2024-07-06,20:39:05.579438,Toilet Paper,11,7.68,84.48,Credit Card,Seller C,20.26,13.52,Note 4,45,0.0,0.0,1.0,0
1054-923,2024-08-27,20:39:05.579438,Cigarette Lighter,13,12.0,156.0,Credit Card,Seller B,1.55,9.15,Note 3,97,0.0,0.0,1.0,0
5462-177,2024-07-18,20:39:05.579438,Toilet Paper,1,4.38,4.38,Cash,Seller A,1.19,0.7,Note 1,66,0.0,0.0,1.0,0
5284-652,2024-07-26,20:39:05.579438,Marlboro,13,13.0,169.0,Cash,Seller B,3.32,2.56,Note 1,68,1.0,0.0,0.0,0
1132-165,2024-07-25,20:39:05.579438,Camel,16,17.0,272.0,Bank Transfer,Seller D,35.97,22.81,Note 1,36,1.0,0.0,0.0,0
9317-217,2024-07-20,20:39:05.579438,Marlboro,1,13.0,13.0,Credit Card,Seller D,3.23,2.59,Note 3,65,1.0,0.0,0.0,0
2550-945,2024-07-07,20:39:05.579438,Juice,11,8.02,88.22,Cash,Seller C,2.12,14.12,Note 3,48,0.0,1.0,0.0,0
7873-936,2024-07-10,20:39:05.595065,Marlboro,14,13.0,182.0,Credit Card,Seller D,51.97,43.03,Note 4,68,1.0,0.0,0.0,0
4619-631,2024-07-31,20:39:05.595065,Marlboro,19,13.0,247.0,Cash,Seller B,67.98,52.26,Note 3,56,1.0,0.0,0.0,0
3924-362,2024-07-03,20:39:05.595065,Water,14,9.33,130.62,Bank Transfer,Seller D,29.13,20.9,Note 3,32,0.0,1.0,0.0,0
2545-256,2024-08-05,20:39:05.595065,Beer,6,10.51,63.06,Cash,Seller C,4.41,10.09,Note 4,47,0.0,1.0,0.0,0
1151-993,2024-08-20,20:39:05.595065,Lucky Strike,13,11.0,143.0,Cash,Seller D,22.56,13.52,Note 4,74,1.0,0.0,0.0,0
8165-209,2024-08-02,20:39:05.595065,Soda,9,2.53,22.77,Credit Card,Seller A,0.29,3.64,Note 2,48,0.0,1.0,0.0,0
9900-766,2024-08-22,20:39:05.595065,Water,3,11.11,33.33,Cash,Seller B,2.05,5.33,Note 4,95,0.0,1.0,0.0,0
8142-361,2024-08-05,20:39:05.595065,Candies,5,15.31,76.55,PayPal,Seller C,6.73,12.25,Note 1,1,0.0,0.0,0.0,0
4849-727,2024-07-14,20:39:05.595065,Marlboro,13,13.0,169.0,Bank Transfer,Seller C,33.13,38.31,Note 3,83,1.0,0.0,0.0,0
9130-290,2024-07-15,20:39:05.610693,Lucky Strike,7,11.0,77.0,Credit Card,Seller A,9.79,16.2,Note 1,26,1.0,0.0,0.0,0
5020-941,2024-07-17,20:39:05.610693,Toilet Paper,7,3.73,26.11,Credit Card,Seller C,1.13,4.18,Note 2,63,0.0,0.0,1.0,0
9380-658,2024-08-04,20:39:05.610693,Candies,14,13.41,187.74,Cash,Seller B,21.04,30.04,Note 2,62,0.0,0.0,0.0,0
9717-437,2024-07-21,20:39:05.610693,Candies,9,9.07,81.63,Credit Card,Seller B,22.1,13.06,Note 4,63,0.0,0.0,0.0,0
3241-159,2024-08-12,20:39:05.610693,Lucky Strike,7,11.0,77.0,Cash,Seller C,1.43,6.47,Note 4,69,1.0,0.0,0.0,0
3737-835,2024-08-15,20:39:05.610693,Marlboro,13,13.0,169.0,Cash,Seller A,5.99,17.58,Note 3,4,1.0,0.0,0.0,0
2791-903,2024-07-27,20:39:05.610693,Beer,19,13.74,261.06,PayPal,Seller D,63.89,41.77,Note 4,88,0.0,1.0,0.0,0
8904-476,2024-08-21,20:39:05.610693,Chocolate,10,13.49,134.9,PayPal,Seller C,39.99,21.58,Note 2,91,0.0,0.0,0.0,0
2631-703,2024-07-05,20:39:05.610693,Camel,5,17.0,85.0,PayPal,Seller B,21.0,13.33,Note 4,0,1.0,0.0,0.0,0
9758-713,2024-08-27,20:39:05.626318,Candies,11,6.1,67.1,PayPal,Seller A,17.14,10.74,Note 3,49,0.0,0.0,0.0,0
9633-498,2024-08-24,20:39:05.626318,Toilet Paper,10,15.12,151.2,Bank Transfer,Seller A,42.5,24.19,Note 1,5,0.0,0.0,1.0,0
2775-812,2024-07-08,20:39:05.626318,Juice,11,12.84,141.24,Credit Card,Seller C,12.64,22.6,Note 1,7,0.0,1.0,0.0,0
5903-988,2024-08-30,20:39:05.626318,Chewing gums,19,13.94,264.86,Credit Card,Seller A,46.67,42.38,Note 3,96,0.0,0.0,0.0,0
2779-778,2024-08-28,20:39:05.626318,Chocolate,11,14.27,156.97,PayPal,Seller A,41.25,25.12,Note 1,35,0.0,0.0,0.0,0
7921-726,2024-07-01,20:39:05.626318,Magazine,13,17.72,230.36,Credit Card,Seller A,55.55,36.86,Note 3,84,0.0,0.0,1.0,0
4521-562,2024-08-24,20:39:05.626318,Cigarette Lighter,5,12.0,60.0,PayPal,Seller C,4.56,3.13,Note 3,26,0.0,0.0,1.0,0
2214-915,2024-08-11,20:39:05.626318,Camel,2,17.0,34.0,PayPal,Seller D,0.13,1.13,Note 3,93,1.0,0.0,0.0,0
2854-329,2024-07-06,20:39:05.626318,Camel,10,17.0,170.0,Cash,Seller D,9.32,7.57,Note 3,15,1.0,0.0,0.0,0
2213-191,2024-08-24,20:39:05.641943,Soda,4,7.67,30.68,Cash,Seller C,0.9,4.91,Note 1,57,0.0,1.0,0.0,0
5448-285,2024-08-19,20:39:05.641943,Camel,5,17.0,85.0,PayPal,Seller B,0.34,3.78,Note 3,28,1.0,0.0,0.0,0
7370-208,2024-07-24,20:39:05.641943,Cookies,18,16.93,304.74,Credit Card,Seller D,47.22,48.76,Note 2,57,0.0,0.0,0.0,0
5997-722,2024-07-17,20:39:05.641943,Magazine,19,17.97,341.43,Credit Card,Seller A,4.26,54.63,Note 3,88,0.0,0.0,1.0,0
5168-754,2024-07-08,20:39:05.641943,Cigarette Lighter,17,12.0,204.0,Credit Card,Seller A,9.06,7.26,Note 3,65,0.0,0.0,1.0,0
8600-918,2024-08-02,20:39:05.641943,Camel,10,17.0,170.0,Cash,Seller C,5.94,5.41,Note 1,29,1.0,0.0,0.0,0
8908-686,2024-07-23,20:39:05.641943,Magazine,2,19.28,38.56,Bank Transfer,Seller B,8.04,6.17,Note 1,8,0.0,0.0,1.0,0
8533-757,2024-07-28,20:39:05.641943,Marlboro,14,13.0,182.0,PayPal,Seller B,2.97,6.47,Note 1,27,1.0,0.0,0.0,0
4441-176,2024-07-21,20:39:05.641943,Marlboro,9,13.0,117.0,PayPal,Seller D,36.13,27.82,Note 2,41,1.0,0.0,0.0,0
5948-362,2024-07-31,20:39:05.657568,Magazine,7,5.41,37.87,Bank Transfer,Seller A,7.55,6.06,Note 3,81,0.0,0.0,1.0,0
4438-383,2024-08-17,20:39:05.657568,Water,15,15.5,232.5,Bank Transfer,Seller D,67.75,37.2,Note 3,51,0.0,1.0,0.0,0
2339-410,2024-07-18,20:39:05.657568,Lucky Strike,5,11.0,55.0,Bank Transfer,Seller C,1.74,3.2,Note 4,57,1.0,0.0,0.0,0
6936-308,2024-08-15,20:39:05.657568,Camel,16,17.0,272.0,Cash,Seller B,16.95,9.32,Note 1,4,1.0,0.0,0.0,0
8629-821,2024-07-29,20:39:05.657568,Juice,19,16.06,305.14,PayPal,Seller D,24.73,48.82,Note 2,34,0.0,1.0,0.0,0
8886-421,2024-07-14,20:39:05.657568,Cookies,7,15.66,109.62,Cash,Seller B,2.79,17.54,Note 2,2,0.0,0.0,0.0,0
6815-657,2024-08-12,20:39:05.657568,Cookies,9,17.67,159.03,Bank Transfer,Seller D,5.59,25.44,Note 3,11,0.0,0.0,0.0,0
8432-211,2024-07-21,20:39:05.657568,Camel,19,17.0,323.0,Credit Card,Seller B,14.88,19.4,Note 3,40,1.0,0.0,0.0,0
6364-290,2024-08-07,20:39:05.673186,Juice,17,17.71,301.07,PayPal,Seller B,57.91,48.17,Note 1,72,0.0,1.0,0.0,0
7441-269,2024-08-19,20:39:05.673186,Water,6,16.62,99.72,Bank Transfer,Seller B,22.28,15.96,Note 4,9,0.0,1.0,0.0,0
1025-835,2024-08-27,20:39:05.673186,Candies,15,5.56,83.4,Bank Transfer,Seller C,24.66,13.34,Note 1,5,0.0,0.0,0.0,0
7184-707,2024-08-06,20:39:05.673186,Water,8,14.63,117.04,Credit Card,Seller A,33.99,18.73,Note 1,93,0.0,1.0,0.0,0
3409-726,2024-08-18,20:39:05.673186,Lucky Strike,17,11.0,187.0,Cash,Seller D,2.9,12.51,Note 3,26,1.0,0.0,0.0,0
5065-497,2024-07-03,20:39:05.673186,Marlboro,12,13.0,156.0,PayPal,Seller C,15.63,20.52,Note 3,19,1.0,0.0,0.0,0
5199-477,2024-08-06,20:39:05.673186,Cookies,2,5.49,10.98,PayPal,Seller B,2.11,1.76,Note 2,36,0.0,0.0,0.0,0
2790-998,2024-08-19,20:39:05.673186,Beer,2,18.19,36.38,Bank Transfer,Seller B,4.5,5.82,Note 4,72,0.0,1.0,0.0,0
2415-921,2024-08-22,20:39:05.673186,Water,17,13.19,224.23,Bank Transfer,Seller B,19.81,35.88,Note 4,76,0.0,1.0,0.0,0
3214-435,2024-07-23,20:39:05.673186,Juice,6,11.78,70.68,Bank Transfer,Seller D,9.78,11.31,Note 2,39,0.0,1.0,0.0,0
9825-438,2024-07-10,20:39:05.688818,Soda,5,6.6,33.0,Bank Transfer,Seller A,1.58,5.28,Note 3,77,0.0,1.0,0.0,0
1806-186,2024-08-16,20:39:05.688818,Juice,11,12.97,142.67,Cash,Seller B,31.54,22.83,Note 2,71,0.0,1.0,0.0,0
9677-165,2024-07-31,20:39:05.688818,Juice,4,10.66,42.64,Bank Transfer,Seller D,2.38,6.82,Note 1,68,0.0,1.0,0.0,0
7895-536,2024-08-30,20:39:05.688818,Cookies,1,5.79,5.79,PayPal,Seller C,0.57,0.93,Note 1,49,0.0,0.0,0.0,0
5627-268,2024-07-10,20:39:05.688818,Cookies,14,8.4,117.6,Credit Card,Seller C,26.28,18.82,Note 3,74,0.0,0.0,0.0,0
4083-990,2024-08-05,20:39:05.688818,Water,9,11.61,104.49,Cash,Seller B,18.1,16.72,Note 2,33,0.0,1.0,0.0,0
7904-920,2024-07-14,20:39:05.688818,Water,18,7.35,132.3,Bank Transfer,Seller A,12.35,21.17,Note 1,78,0.0,1.0,0.0,0
8337-440,2024-08-23,20:39:05.688818,Chocolate,9,1.69,15.21,Credit Card,Seller B,0.21,2.43,Note 2,99,0.0,0.0,0.0,0
8262-737,2024-07-19,20:39:05.688818,Marlboro,10,13.0,130.0,PayPal,Seller C,22.24,21.3,Note 2,54,1.0,0.0,0.0,0
8239-984,2024-07-25,20:39:05.704444,Water,1,5.57,5.57,Credit Card,Seller A,0.22,0.89,Note 1,11,0.0,1.0,0.0,0
6387-572,2024-08-15,20:39:05.704444,Soda,18,13.31,239.58,Cash,Seller C,46.96,38.33,Note 2,58,0.0,1.0,0.0,0
2615-171,2024-07-26,20:39:05.704444,Beer,6,12.34,74.04,Cash,Seller B,7.39,11.85,Note 1,60,0.0,1.0,0.0,0
3303-322,2024-08-16,20:39:05.704444,Marlboro,20,13.0,260.0,Cash,Seller B,40.67,36.67,Note 2,86,1.0,0.0,0.0,0
9954-263,2024-07-23,20:39:05.704444,Soda,10,12.76,127.6,PayPal,Seller C,29.42,20.42,Note 3,92,0.0,1.0,0.0,0
5022-772,2024-08-06,20:39:05.704444,Lucky Strike,2,11.0,22.0,Bank Transfer,Seller C,2.04,5.18,Note 3,78,1.0,0.0,0.0,0
6488-520,2024-07-21,20:39:05.704444,Lucky Strike,5,11.0,55.0,Cash,Seller A,20.27,11.12,Note 1,50,1.0,0.0,0.0,0
5096-123,2024-07-20,20:39:05.704444,Juice,17,4.81,81.77,Bank Transfer,Seller C,23.85,13.08,Note 3,41,0.0,1.0,0.0,0
9118-894,2024-08-17,20:39:05.704444,Lucky Strike,9,11.0,99.0,Bank Transfer,Seller D,12.84,18.22,Note 3,68,1.0,0.0,0.0,0
2351-729,2024-07-09,20:39:05.720067,Chocolate,4,1.97,7.88,Cash,Seller B,1.05,1.26,Note 4,2,0.0,0.0,0.0,0
1753-646,2024-07-04,20:39:05.720067,Marlboro,14,13.0,182.0,Credit Card,Seller C,3.92,12.3,Note 4,96,1.0,0.0,0.0,0
1393-225,2024-08-27,20:39:05.720067,Marlboro,8,13.0,104.0,PayPal,Seller B,12.84,12.12,Note 3,12,1.0,0.0,0.0,0
2189-924,2024-07-20,20:39:05.720067,Lucky Strike,20,11.0,220.0,Bank Transfer,Seller A,79.69,57.06,Note 3,95,1.0,0.0,0.0,0
4995-762,2024-08-07,20:39:05.720067,Chewing gums,17,19.57,332.69,PayPal,Seller C,59.02,53.23,Note 3,3,0.0,0.0,0.0,0
1297-262,2024-08-28,20:39:05.720067,Cigarette Lighter,17,12.0,204.0,Bank Transfer,Seller C,12.86,23.53,Note 2,50,0.0,0.0,1.0,0
3965-243,2024-07-01,20:39:05.735693,Cookies,15,17.11,256.65,Cash,Seller C,11.74,41.06,Note 4,81,0.0,0.0,0.0,0
7469-796,2024-07-06,20:39:05.735693,Toilet Paper,2,7.68,15.36,Credit Card,Seller B,1.9,2.46,Note 2,40,0.0,0.0,1.0,0
1539-642,2024-07-29,20:39:05.735693,Juice,11,13.78,151.58,Cash,Seller B,44.96,24.25,Note 1,3,0.0,1.0,0.0,0
3577-822,2024-08-05,20:39:05.735693,Water,13,5.4,70.2,Bank Transfer,Seller A,16.32,11.23,Note 1,37,0.0,1.0,0.0,0
6463-379,2024-08-14,20:39:05.735693,Cookies,14,6.58,92.12,PayPal,Seller B,10.64,14.74,Note 4,58,0.0,0.0,0.0,0
1534-644,2024-07-25,20:39:05.735693,Cookies,2,18.38,36.76,Cash,Seller A,9.6,5.88,Note 3,7,0.0,0.0,0.0,0
2434-247,2024-08-28,20:39:05.735693,Cookies,10,10.89,108.9,Cash,Seller B,29.3,17.42,Note 1,3,0.0,0.0,0.0,0
5494-263,2024-08-14,20:39:05.735693,Lucky Strike,17,11.0,187.0,Bank Transfer,Seller A,50.26,37.81,Note 1,1,1.0,0.0,0.0,0
7597-787,2024-08-29,20:39:05.751318,Lucky Strike,19,11.0,209.0,Credit Card,Seller C,56.87,38.46,Note 3,83,1.0,0.0,0.0,0
9820-961,2024-08-03,20:39:05.751318,Soda,18,7.67,138.06,Bank Transfer,Seller C,2.01,22.09,Note 1,76,0.0,1.0,0.0,0
9552-503,2024-08-29,20:39:05.751318,Camel,1,17.0,17.0,Credit Card,Seller A,4.65,2.89,Note 4,13,1.0,0.0,0.0,0
5431-658,2024-08-15,20:39:05.751318,Lucky Strike,6,11.0,66.0,Cash,Seller C,4.0,18.59,Note 1,44,1.0,0.0,0.0,0
1493-731,2024-08-01,20:39:05.751318,Cigarette Lighter,20,12.0,240.0,Credit Card,Seller A,60.63,37.7,Note 2,46,0.0,0.0,1.0,0
5972-958,2024-08-17,20:39:05.751318,Magazine,12,15.48,185.76,Cash,Seller D,29.09,29.72,Note 1,93,0.0,0.0,1.0,0
3408-160,2024-07-27,20:39:05.751318,Water,14,5.39,75.46,Credit Card,Seller B,5.44,12.07,Note 4,1,0.0,1.0,0.0,0
6248-319,2024-08-19,20:39:05.751318,Toilet Paper,3,1.62,4.86,PayPal,Seller C,1.22,0.78,Note 3,81,0.0,0.0,1.0,0
9040-235,2024-08-28,20:39:05.751318,Water,14,19.3,270.2,Bank Transfer,Seller A,57.16,43.23,Note 2,72,0.0,1.0,0.0,0
7625-737,2024-07-29,20:39:05.766942,Water,2,11.61,23.22,Cash,Seller A,2.93,3.72,Note 4,8,0.0,1.0,0.0,0
1129-932,2024-08-27,20:39:05.766942,Water,20,7.0,140.0,Cash,Seller B,26.05,22.4,Note 3,1,0.0,1.0,0.0,0
8473-354,2024-08-06,20:39:05.766942,Candies,11,14.51,159.61,Credit Card,Seller D,38.09,25.54,Note 1,85,0.0,0.0,0.0,0
2152-931,2024-08-23,20:39:05.766942,Marlboro,10,13.0,130.0,Credit Card,Seller B,3.21,16.11,Note 2,7,1.0,0.0,0.0,0
7160-824,2024-08-14,20:39:05.766942,Chewing gums,19,3.94,74.86,Credit Card,Seller B,9.83,11.98,Note 2,33,0.0,0.0,0.0,0
3367-817,2024-07-02,20:39:05.766942,Cookies,6,18.91,113.46,Bank Transfer,Seller A,25.72,18.15,Note 4,0,0.0,0.0,0.0,0
1572-382,2024-07-23,20:39:05.766942,Soda,17,5.61,95.37,Cash,Seller D,26.33,15.26,Note 4,99,0.0,1.0,0.0,0
3316-450,2024-08-04,20:39:05.766942,Lucky Strike,18,11.0,198.0,Bank Transfer,Seller D,17.81,13.97,Note 3,48,1.0,0.0,0.0,0
6087-268,2024-08-09,20:39:05.766942,Marlboro,13,13.0,169.0,PayPal,Seller D,9.43,23.84,Note 1,38,1.0,0.0,0.0,0
1296-189,2024-08-20,20:39:05.782568,Toilet Paper,11,3.29,36.19,Cash,Seller B,1.11,5.79,Note 1,14,0.0,0.0,1.0,0
3562-427,2024-08-12,20:39:05.782568,Chocolate,2,8.29,16.58,Cash,Seller C,3.21,2.65,Note 1,90,0.0,0.0,0.0,0
1061-655,2024-07-09,20:39:05.782568,Beer,8,10.13,81.04,Credit Card,Seller D,0.83,12.97,Note 3,75,0.0,1.0,0.0,0
4526-986,2024-07-15,20:39:05.782568,Candies,7,15.4,107.8,Credit Card,Seller C,17.77,17.25,Note 2,45,0.0,0.0,0.0,0
8727-108,2024-07-09,20:39:05.782568,Chewing gums,9,1.2,10.8,Cash,Seller A,2.2,1.73,Note 1,45,0.0,0.0,0.0,0
3869-455,2024-08-03,20:39:05.782568,Water,16,14.31,228.96,Bank Transfer,Seller A,32.1,36.63,Note 1,53,0.0,1.0,0.0,0
1207-864,2024-07-25,20:39:05.782568,Water,6,12.66,75.96,Credit Card,Seller C,18.2,12.15,Note 3,41,0.0,1.0,0.0,0
3739-723,2024-08-08,20:39:05.782568,Juice,8,12.97,103.76,PayPal,Seller B,4.33,16.6,Note 1,32,0.0,1.0,0.0,0
8724-921,2024-07-05,20:39:05.782568,Cigarette Lighter,2,12.0,24.0,Bank Transfer,Seller D,0.97,0.99,Note 2,45,0.0,0.0,1.0,0
1978-379,2024-08-29,20:39:05.798192,Camel,1,17.0,17.0,Credit Card,Seller B,0.82,3.09,Note 3,13,1.0,0.0,0.0,0
9991-801,2024-07-06,20:39:05.798192,Marlboro,5,13.0,65.0,Cash,Seller C,3.92,8.65,Note 1,61,1.0,0.0,0.0,0
3296-813,2024-08-22,20:39:05.798192,Lucky Strike,4,11.0,44.0,Bank Transfer,Seller D,5.63,3.75,Note 2,86,1.0,0.0,0.0,0
4294-137,2024-07-14,20:39:05.798192,Beer,20,1.97,39.4,Credit Card,Seller A,6.79,6.3,Note 1,0,0.0,1.0,0.0,0
3445-254,2024-07-19,20:39:05.798192,Camel,1,17.0,17.0,Cash,Seller A,4.11,2.4,Note 1,26,1.0,0.0,0.0,0
4642-402,2024-07-22,20:39:05.798192,Cigarette Lighter,8,12.0,96.0,Bank Transfer,Seller B,7.09,5.0,Note 1,67,0.0,0.0,1.0,0
6794-884,2024-07-22,20:39:05.798192,Cookies,20,6.58,131.6,Cash,Seller A,15.39,21.06,Note 4,55,0.0,0.0,0.0,0
5046-770,2024-07-26,20:39:05.798192,Marlboro,4,13.0,52.0,PayPal,Seller C,2.01,8.98,Note 4,5,1.0,0.0,0.0,0
7635-106,2024-08-25,20:39:05.798192,Marlboro,18,13.0,234.0,Bank Transfer,Seller A,31.78,46.66,Note 1,76,1.0,0.0,0.0,0
1067-485,2024-08-28,20:39:05.798192,Beer,8,8.44,67.52,Credit Card,Seller C,11.84,10.8,Note 2,85,0.0,1.0,0.0,0
9343-333,2024-08-11,20:39:05.813821,Beer,7,16.69,116.83,PayPal,Seller B,26.88,18.69,Note 2,75,0.0,1.0,0.0,0
2182-714,2024-08-16,20:39:05.813821,Chocolate,16,19.37,309.92,Credit Card,Seller C,45.76,49.59,Note 2,22,0.0,0.0,0.0,0
1676-891,2024-08-04,20:39:05.813821,Water,3,14.15,42.45,Bank Transfer,Seller D,2.64,6.79,Note 1,92,0.0,1.0,0.0,0
8219-130,2024-07-16,20:39:05.813821,Chewing gums,3,8.64,25.92,Cash,Seller B,2.17,4.15,Note 2,54,0.0,0.0,0.0,0
5717-939,2024-07-14,20:39:05.813821,Water,15,5.39,80.85,PayPal,Seller A,19.3,12.94,Note 4,53,0.0,1.0,0.0,0
7024-635,2024-08-22,20:39:05.813821,Toilet Paper,4,18.08,72.32,Cash,Seller B,20.03,11.57,Note 1,63,0.0,0.0,1.0,0
7778-123,2024-07-02,20:39:05.813821,Magazine,17,8.1,137.7,PayPal,Seller A,26.86,22.03,Note 4,73,0.0,0.0,1.0,0
1543-650,2024-07-04,20:39:05.813821,Lucky Strike,16,11.0,176.0,Credit Card,Seller A,22.12,48.95,Note 4,52,1.0,0.0,0.0,0
6769-600,2024-08-25,20:39:05.829445,Toilet Paper,12,3.45,41.4,Cash,Seller B,0.27,6.62,Note 4,31,0.0,0.0,1.0,0
1404-188,2024-08-27,20:39:05.829445,Cigarette Lighter,7,12.0,84.0,Credit Card,Seller A,4.64,14.53,Note 4,7,0.0,0.0,1.0,0
4333-830,2024-08-05,20:39:05.829445,Magazine,20,2.57,51.4,Bank Transfer,Seller A,13.55,8.22,Note 3,22,0.0,0.0,1.0,0
1566-512,2024-08-02,20:39:05.829445,Chocolate,16,11.81,188.96,Bank Transfer,Seller D,42.87,30.23,Note 3,90,0.0,0.0,0.0,0
3641-177,2024-08-09,20:39:05.829445,Water,4,17.33,69.32,Credit Card,Seller B,4.21,11.09,Note 4,13,0.0,1.0,0.0,0
8777-891,2024-07-10,20:39:05.829445,Soda,14,2.53,35.42,Bank Transfer,Seller D,0.06,5.67,Note 2,55,0.0,1.0,0.0,0
8917-482,2024-08-10,20:39:05.829445,Cigarette Lighter,3,12.0,36.0,PayPal,Seller C,12.26,7.39,Note 4,2,0.0,0.0,1.0,0
6659-256,2024-07-25,20:39:05.829445,Candies,2,2.37,4.74,Cash,Seller A,0.4,0.76,Note 2,14,0.0,0.0,0.0,0
7937-575,2024-07-30,20:39:05.829445,Chocolate,8,1.69,13.52,Credit Card,Seller A,2.47,2.16,Note 1,30,0.0,0.0,0.0,0
9730-966,2024-08-06,20:39:05.845067,Toilet Paper,10,5.12,51.2,Cash,Seller D,6.85,8.19,Note 4,76,0.0,0.0,1.0,0
9144-195,2024-07-29,20:39:05.845067,Juice,4,6.15,24.6,PayPal,Seller A,7.33,3.94,Note 2,64,0.0,1.0,0.0,0
5841-930,2024-08-02,20:39:05.845067,Magazine,18,3.26,58.68,Credit Card,Seller C,16.95,9.39,Note 3,65,0.0,0.0,1.0,0
