Invoice Number,Date Sale,Time Sale,Product,Category,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock
3577-822,2024-08-05,20:39:05.735693,Water,Drinks,13,5.4,70.2,Bank Transfer,Seller A,16.32,11.23,Note 1,37
6463-379,2024-08-14,20:39:05.735693,Cookies,Candies,14,6.58,92.12,PayPal,Seller B,10.64,14.74,Note 4,58
1534-644,2024-07-25,20:39:05.735693,Cookies,Candies,2,18.38,36.76,Cash,Seller A,9.6,5.88,Note 3,7
2434-247,2024-08-28,20:39:05.735693,Cookies,Candies,10,10.89,108.9,Cash,Seller B,29.3,17.42,Note 1,3
5494-263,2024-08-14,20:39:05.735693,Lucky Strike,Cigarettes,17,11,187,Bank Transfer,Seller A,50.26,37.81,Note 1,1
7597-787,2024-08-29,20:39:05.751318,Lucky Strike,Cigarettes,19,11,209,Credit Card,Seller C,56.87,38.46,Note 3,83
9820-961,2024-08-03,20:39:05.751318,Soda,Drinks,18,7.67,138.06,Bank Transfer,Seller C,2.01,22.09,Note 1,76
9552-503,2024-08-29,20:39:05.751318,Camel,Cigarettes,1,17,17,Credit Card,Seller A,4.65,2.89,Note 4,13
5431-658,2024-08-15,20:39:05.751318,Lucky Strike,Cigarettes,6,11,66,Cash,Seller C,4,18.59,Note 1,44
1493-731,2024-08-01,20:39:05.751318,Cigarette Lighter,Others,20,12,240,Credit Card,Seller A,60.63,37.7,Note 2,46
5972-958,2024-08-17,20:39:05.751318,Magazine,Others,12,15.48,185.76,Cash,Seller D,29.09,29.72,Note 1,93
3408-160,2024-07-27,20:39:05.751318,Water,Drinks,14,5.39,75.46,Credit Card,Seller B,5.44,12.07,Note 4,1
6248-319,2024-08-19,20:39:05.751318,Toilet Paper,Others,3,1.62,4.86,PayPal,Seller C,1.22,0.78,Note 3,81
9040-235,2024-08-28,20:39:05.751318,Water,Drinks,14,19.3,270.2,Bank Transfer,Seller A,57.16,43.23,Note 2,72
7625-737,2024-07-29,20:39:05.766942,Water,Drinks,2,11.61,23.22,Cash,Seller A,2.93,3.72,Note 4,8
1129-932,2024-08-27,20:39:05.766942,Water,Drinks,20,7,140,Cash,Seller B,26.05,22.4,Note 3,1
8473-354,2024-08-06,20:39:05.766942,Candies,Candies,11,14.51,159.61,Credit Card,Seller D,38.09,25.54,Note 1,85
2152-931,2024-08-23,20:39:05.766942,Marlboro,Cigarettes,10,13,130,Credit Card,Seller B,3.21,16.11,Note 2,7
7160-824,2024-08-14,20:39:05.766942,Chewing gums,Candies,19,3.94,74.86,Credit Card,Seller B,9.83,11.98,Note 2,33
3367-817,2024-07-02,20:39:05.766942,Cookies,Candies,6,18.91,113.46,Bank Transfer,Seller A,25.72,18.15,Note 4,0
1572-382,2024-07-23,20:39:05.766942,Soda,Drinks,17,5.61,95.37,Cash,Seller D,26.33,15.26,Note 4,99
3316-450,2024-08-04,20:39:05.766942,Lucky Strike,Cigarettes,18,11,198,Bank Transfer,Seller D,17.81,13.97,Note 3,48
6087-268,2024-08-09,20:39:05.766942,Marlboro,Cigarettes,13,13,169,PayPal,Seller D,9.43,23.84,Note 1,38
1296-189,2024-08-20,20:39:05.782568,Toilet Paper,Others,11,3.29,36.19,Cash,Seller B,1.11,5.79,Note 1,14
3562-427,2024-08-12,20:39:05.782568,Chocolate,Candies,2,8.29,16.58,Cash,Seller C,3.21,2.65,Note 1,90
1061-655,2024-07-09,20:39:05.782568,Beer,Drinks,8,10.13,81.04,Credit Card,Seller D,0.83,12.97,Note 3,75
4526-986,2024-07-15,20:39:05.782568,Candies,Candies,7,15.4,107.8,Credit Card,Seller C,17.77,17.25,Note 2,45
8727-108,2024-07-09,20:39:05.782568,Chewing gums,Candies,9,1.2,10.8,Cash,Seller A,2.2,1.73,Note 1,45
3869-455,2024-08-03,20:39:05.782568,Water,Drinks,16,14.31,228.96,Bank Transfer,Seller A,32.1,36.63,Note 1,53
1207-864,2024-07-25,20:39:05.782568,Water,Drinks,6,12.66,75.96,Credit Card,Seller C,18.2,12.15,Note 3,41
3739-723,2024-08-08,20:39:05.782568,Juice,Drinks,8,12.97,103.76,PayPal,Seller B,4.33,16.6,Note 1,32
8724-921,2024-07-05,20:39:05.782568,Cigarette Lighter,Others,2,12,24,Bank Transfer,Seller D,0.97,0.99,Note 2,45
1978-379,2024-08-29,20:39:05.798192,Camel,Cigarettes,1,17,17,Credit Card,Seller B,0.82,3.09,Note 3,13
9991-801,2024-07-06,20:39:05.798192,Marlboro,Cigarettes,5,13,65,Cash,Seller C,3.92,8.65,Note 1,61
3296-813,2024-08-22,20:39:05.798192,Lucky Strike,Cigarettes,4,11,44,Bank Transfer,Seller D,5.63,3.75,Note 2,86
4294-137,2024-07-14,20:39:05.798192,Beer,Drinks,20,1.97,39.4,Credit Card,Seller A,6.79,6.3,Note 1,0
3445-254,2024-07-19,20:39:05.798192,Camel,Cigarettes,1,17,17,Cash,Seller A,4.11,2.4,Note 1,26
4642-402,2024-07-22,20:39:05.798192,Cigarette Lighter,Others,8,12,96,Bank Transfer,Seller B,7.09,5,Note 1,67
6794-884,2024-07-22,20:39:05.798192,Cookies,Candies,20,6.58,131.6,Cash,Seller A,15.39,21.06,Note 4,55
5046-770,2024-07-26,20:39:05.798192,Marlboro,Cigarettes,4,13,52,PayPal,Seller C,2.01,8.98,Note 4,5
7635-106,2024-08-25,20:39:05.798192,Marlboro,Cigarettes,18,13,234,Bank Transfer,Seller A,31.78,46.66,Note 1,76
1067-485,2024-08-28,20:39:05.798192,Beer,Drinks,8,8.44,67.52,Credit Card,Seller C,11.84,10.8,Note 2,85
9343-333,2024-08-11,20:39:05.813821,Beer,Drinks,7,16.69,116.83,PayPal,Seller B,26.88,18.69,Note 2,75
2182-714,2024-08-16,20:39:05.813821,Chocolate,Candies,16,19.37,309.92,Credit Card,Seller C,45.76,49.59,Note 2,22
1676-891,2024-08-04,20:39:05.813821,Water,Drinks,3,14.15,42.45,Bank Transfer,Seller D,2.64,6.79,Note 1,92
8219-130,2024-07-16,20:39:05.813821,Chewing gums,Candies,3,8.64,25.92,Cash,Seller B,2.17,4.15,Note 2,54
5717-939,2024-07-14,20:39:05.813821,Water,Drinks,15,5.39,80.85,PayPal,Seller A,19.3,12.94,Note 4,53
7024-635,2024-08-22,20:39:05.813821,Toilet Paper,Others,4,18.08,72.32,Cash,Seller B,20.03,11.57,Note 1,63
7778-123,2024-07-02,20:39:05.813821,Magazine,Others,17,8.1,137.7,PayPal,Seller A,26.86,22.03,Note 4,73
1543-650,2024-07-04,20:39:05.813821,Lucky Strike,Cigarettes,16,11,176,Credit Card,Seller A,22.12,48.95,Note 4,52
6769-600,2024-08-25,20:39:05.829445,Toilet Paper,Others,12,3.45,41.4,Cash,Seller B,0.27,6.62,Note 4,31
1404-188,2024-08-27,20:39:05.829445,Cigarette Lighter,Others,7,12,84,Credit Card,Seller A,4.64,14.53,Note 4,7
4333-830,2024-08-05,20:39:05.829445,Magazine,Others,20,2.57,51.4,Bank Transfer,Seller A,13.55,8.22,Note 3,22
1566-512,2024-08-02,20:39:05.829445,Chocolate,Candies,16,11.81,188.96,Bank Transfer,Seller D,42.87,30.23,Note 3,90
3641-177,2024-08-09,20:39:05.829445,Water,Drinks,4,17.33,69.32,Credit Card,Seller B,4.21,11.09,Note 4,13
8777-891,2024-07-10,20:39:05.829445,Soda,Drinks,14,2.53,35.42,Bank Transfer,Seller D,0.06,5.67,Note 2,55
8917-482,2024-08-10,20:39:05.829445,Cigarette Lighter,Others,3,12,36,PayPal,Seller C,12.26,7.39,Note 4,2
6659-256,2024-07-25,20:39:05.829445,Candies,Candies,2,2.37,4.74,Cash,Seller A,0.4,0.76,Note 2,14
7937-575,2024-07-30,20:39:05.829445,Chocolate,Candies,8,1.69,13.52,Credit Card,Seller A,2.47,2.16,Note 1,30
9730-966,2024-08-06,20:39:05.845067,Toilet Paper,Others,10,5.12,51.2,Cash,Seller D,6.85,8.19,Note 4,76
9144-195,2024-07-29,20:39:05.845067,Juice,Drinks,4,6.15,24.6,PayPal,Seller A,7.33,3.94,Note 2,64
5841-930,2024-08-02,20:39:05.845067,Magazine,Others,18,3.26,58.68,Credit Card,Seller C,16.95,9.39,Note 3,65
7105-477,2024-08-06,20:39:05.845067,Water,Drinks,5,17.33,86.65,Credit Card,Seller B,2.63,13.86,Note 2,37
1916-607,2024-08-06,20:39:05.845067,Water,Drinks,14,3.57,49.98,Bank Transfer,Seller B,6.79,8,Note 1,78
1100-375,2024-07-26,20:39:05.845067,Juice,Drinks,17,13.79,234.43,Bank Transfer,Seller D,70.14,37.51,Note 3,39
2850-949,2024-07-10,20:39:05.845067,Cigarette Lighter,Others,11,12,132,Bank Transfer,Seller B,16.8,20.66,Note 4,34
4367-113,2024-08-30,20:39:05.845067,Marlboro,Cigarettes,11,13,143,Credit Card,Seller C,0.31,13.27,Note 4,72
8656-777,2024-07-01,20:39:05.845067,Cookies,Candies,18,18.38,330.84,Credit Card,Seller D,76.18,52.93,Note 1,50
8947-149,2024-07-08,20:39:05.860692,Water,Drinks,17,7.29,123.93,PayPal,Seller D,23.95,19.83,Note 1,14
9399-702,2024-08-12,20:39:05.860692,Toilet Paper,Others,13,18.69,242.97,Credit Card,Seller A,54.25,38.88,Note 1,18
7146-439,2024-08-27,20:39:05.860692,Water,Drinks,10,14.31,143.1,Bank Transfer,Seller B,11.18,22.9,Note 2,60
5206-494,2024-08-06,20:39:05.860692,Beer,Drinks,20,5.05,101,Bank Transfer,Seller C,15.36,16.16,Note 2,30
5083-582,2024-07-11,20:39:05.860692,Juice,Drinks,16,19.86,317.76,Cash,Seller B,49.49,50.84,Note 1,87
1237-151,2024-07-09,20:39:05.860692,Lucky Strike,Cigarettes,2,11,22,Cash,Seller A,0.77,1.52,Note 2,91
2907-726,2024-07-07,20:39:05.860692,Magazine,Others,20,10.53,210.6,Bank Transfer,Seller A,13.67,33.7,Note 2,68
5007-117,2024-08-25,20:39:05.876313,Candies,Candies,13,7.96,103.48,Credit Card,Seller C,1.69,16.56,Note 4,18
8521-954,2024-08-14,20:39:05.876313,Chewing gums,Candies,2,12.29,24.58,Credit Card,Seller D,0.16,3.93,Note 4,61
4270-636,2024-07-25,20:39:05.876313,Water,Drinks,14,5.42,75.88,PayPal,Seller C,6.33,12.14,Note 1,77
7043-898,2024-07-27,20:39:05.876313,Chewing gums,Candies,8,9.01,72.08,Cash,Seller C,2.39,11.53,Note 3,51
8957-221,2024-08-26,20:39:05.876313,Lucky Strike,Cigarettes,5,11,55,PayPal,Seller C,16.18,10.29,Note 3,85
2146-594,2024-08-10,20:39:05.876313,Chewing gums,Candies,18,15.44,277.92,Cash,Seller B,42.2,44.47,Note 3,45
2304-501,2024-07-19,20:39:05.876313,Beer,Drinks,19,1.97,37.43,Cash,Seller C,7.74,5.99,Note 1,17
2044-313,2024-07-27,20:39:05.876313,Marlboro,Cigarettes,17,13,221,Credit Card,Seller D,9.38,16.27,Note 1,32
5439-136,2024-07-05,20:39:05.891946,Magazine,Others,11,2.57,28.27,Bank Transfer,Seller D,0.64,4.52,Note 1,13
1547-160,2024-08-23,20:39:05.891946,Water,Drinks,17,18.93,321.81,PayPal,Seller C,16.46,51.49,Note 4,56
1259-836,2024-08-05,20:39:05.891946,Water,Drinks,19,7.29,138.51,PayPal,Seller A,7.79,22.16,Note 1,94
5982-629,2024-08-21,20:39:05.891946,Chocolate,Candies,18,14.34,258.12,PayPal,Seller A,24.08,41.3,Note 2,61
5354-525,2024-08-23,20:39:05.891946,Marlboro,Cigarettes,11,13,143,PayPal,Seller C,28.11,32.68,Note 1,46
8542-615,2024-07-01,20:39:05.891946,Magazine,Others,4,4.34,17.36,Bank Transfer,Seller A,3.53,2.78,Note 2,9
7644-364,2024-07-30,20:39:05.891946,Marlboro,Cigarettes,20,13,260,Credit Card,Seller D,5.8,63.84,Note 2,40
6091-556,2024-07-12,20:39:05.891946,Beer,Drinks,5,14.06,70.3,Cash,Seller C,15.75,11.25,Note 2,33
5017-247,2024-08-20,20:39:05.907556,Chewing gums,Candies,15,13.84,207.6,Cash,Seller B,60.33,33.22,Note 2,98
6819-870,2024-08-17,20:39:05.907556,Marlboro,Cigarettes,15,13,195,Cash,Seller C,22.84,13.18,Note 2,74
8277-370,2024-08-27,20:39:05.907556,Magazine,Others,12,2.42,29.04,Bank Transfer,Seller D,7.3,4.65,Note 2,44
9816-574,2024-07-20,20:39:05.907556,Candies,Candies,19,5.21,98.99,Credit Card,Seller B,23.36,15.84,Note 4,16
6328-581,2024-08-01,20:39:05.907556,Lucky Strike,Cigarettes,14,11,154,PayPal,Seller A,4.65,28.81,Note 3,23
1840-117,2024-07-24,20:39:05.907556,Camel,Cigarettes,10,17,170,Cash,Seller B,0.92,4.58,Note 1,7
5142-374,2024-07-10,20:39:05.907556,Water,Drinks,16,10.72,171.52,Credit Card,Seller B,19.77,27.44,Note 1,82
3382-192,2024-07-21,20:39:05.907556,Marlboro,Cigarettes,7,13,91,Bank Transfer,Seller B,10.48,20.63,Note 3,50
5042-692,2024-07-01,20:39:05.907556,Chocolate,Candies,10,2.82,28.2,PayPal,Seller D,1.09,4.51,Note 4,27
2792-602,2024-08-28,20:39:05.923190,Chocolate,Candies,19,10.24,194.56,Cash,Seller C,25.42,31.13,Note 1,17
2044-975,2024-07-31,20:39:05.923190,Chewing gums,Candies,5,15.46,77.3,Bank Transfer,Seller A,7.19,12.37,Note 4,71
6538-803,2024-07-22,20:39:05.923190,Marlboro,Cigarettes,13,13,169,PayPal,Seller A,2.56,22.73,Note 2,7
2929-304,2024-07-08,20:39:05.938817,Chocolate,Candies,2,10.9,21.8,Bank Transfer,Seller B,2.8,3.49,Note 4,55
9174-844,2024-07-10,20:39:05.938817,Soda,Drinks,16,18.81,300.96,Bank Transfer,Seller A,85.53,48.15,Note 2,61
3681-841,2024-08-02,20:39:05.938817,Soda,Drinks,18,4.53,81.54,Cash,Seller D,23.3,13.05,Note 3,90
9623-221,2024-07-28,20:39:05.938817,Chewing gums,Candies,20,17.08,341.6,Cash,Seller D,102.25,54.66,Note 3,95
8884-128,2024-07-05,20:39:05.938817,Chocolate,Candies,18,11.81,212.58,PayPal,Seller A,36.56,34.01,Note 2,65
9899-839,2024-08-16,20:39:05.938817,Cookies,Candies,8,17.6,140.8,PayPal,Seller C,37.9,22.53,Note 4,28
9101-755,2024-07-27,20:39:05.938817,Cigarette Lighter,Others,16,12,192,Bank Transfer,Seller C,56.16,30.16,Note 3,35
9794-943,2024-07-18,20:39:05.938817,Chewing gums,Candies,2,3.94,7.88,Cash,Seller A,1.71,1.26,Note 3,59
2186-791,2024-08-27,20:39:05.938817,Water,Drinks,2,15.03,30.06,Bank Transfer,Seller D,3.09,4.81,Note 1,75
7921-629,2024-08-09,20:39:05.954443,Chewing gums,Candies,16,3.32,53.12,Cash,Seller A,12,8.5,Note 1,97
5502-891,2024-08-01,20:39:05.954443,Candies,Candies,16,13.94,223.04,PayPal,Seller D,11.56,35.69,Note 3,37
2026-254,2024-08-06,20:39:05.954443,Lucky Strike,Cigarettes,4,11,44,PayPal,Seller A,4.96,3.55,Note 4,61
3686-389,2024-07-20,20:39:05.954443,Soda,Drinks,2,1.39,2.78,Cash,Seller A,0.32,0.44,Note 2,78
2572-277,2024-07-31,20:39:05.954443,Cigarette Lighter,Others,6,12,72,Bank Transfer,Seller D,17.64,12.45,Note 3,3
1327-611,2024-08-13,20:39:05.954443,Cigarette Lighter,Others,3,12,36,Credit Card,Seller A,6.58,8.8,Note 3,37
3917-845,2024-08-21,20:39:05.954443,Magazine,Others,14,6.23,87.22,Credit Card,Seller C,9.72,13.96,Note 1,9
1897-422,2024-07-20,20:39:05.970066,Chewing gums,Candies,13,7.57,98.41,Bank Transfer,Seller D,13.57,15.75,Note 3,25
4636-682,2024-08-27,20:39:05.970066,Water,Drinks,2,8.52,17.04,PayPal,Seller C,3.69,2.73,Note 4,22
6086-203,2024-07-19,20:39:05.970066,Chocolate,Candies,2,19.34,38.68,Bank Transfer,Seller C,8.87,6.19,Note 2,93
4423-859,2024-08-30,20:39:05.970066,Chocolate,Candies,18,19.45,350.1,Credit Card,Seller D,82.48,56.02,Note 4,20
3350-758,2024-07-04,20:39:05.970066,Toilet Paper,Others,18,13.42,241.56,Credit Card,Seller C,25.69,38.65,Note 2,17
5787-501,2024-07-27,20:39:05.970066,Cookies,Candies,10,12.62,126.2,PayPal,Seller A,10.25,20.19,Note 4,93
5587-873,2024-08-05,20:39:05.985695,Magazine,Others,17,3.15,53.55,PayPal,Seller A,7.06,8.57,Note 4,6
8414-229,2024-08-01,20:39:05.985695,Soda,Drinks,5,16.14,80.7,Cash,Seller B,17.52,12.91,Note 3,73
1373-783,2024-07-22,20:39:05.985695,Soda,Drinks,2,3.27,6.54,Bank Transfer,Seller D,1.31,1.05,Note 1,33
4436-423,2024-07-02,20:39:05.985695,Water,Drinks,5,5.4,27,Bank Transfer,Seller A,2.21,4.32,Note 2,83
1319-908,2024-07-16,20:39:05.985695,Water,Drinks,1,15.05,15.05,Cash,Seller B,2.05,2.41,Note 2,55
1906-195,2024-08-21,20:39:05.985695,Soda,Drinks,15,2.9,43.5,PayPal,Seller A,5.77,6.96,Note 1,40
1360-165,2024-08-29,20:39:05.985695,Toilet Paper,Others,1,10.79,10.79,Credit Card,Seller D,0.02,1.73,Note 2,35
7188-241,2024-08-05,20:39:06.001317,Cookies,Candies,6,13.4,80.4,Cash,Seller D,22.7,12.86,Note 4,69
4843-932,2024-07-16,20:39:06.001317,Chocolate,Candies,2,9.52,19.04,Bank Transfer,Seller C,1.89,3.05,Note 4,63
2497-276,2024-07-16,20:39:06.001317,Juice,Drinks,9,18.79,169.11,Cash,Seller A,33.09,27.06,Note 3,100
5439-943,2024-07-08,20:39:06.001317,Chewing gums,Candies,14,2.45,34.3,Bank Transfer,Seller B,6.61,5.49,Note 4,27
7847-917,2024-08-20,20:39:06.001317,Camel,Cigarettes,3,17,51,Bank Transfer,Seller A,1.41,0.96,Note 4,42
4448-883,2024-07-06,20:39:06.001317,Marlboro,Cigarettes,19,13,247,Bank Transfer,Seller B,2.29,41.01,Note 4,6
5743-977,2024-08-26,20:39:06.001317,Cigarette Lighter,Others,15,12,180,Credit Card,Seller A,74.38,41.95,Note 2,87
3955-746,2024-07-30,20:39:06.001317,Magazine,Others,8,8.83,70.64,Cash,Seller A,19.89,11.3,Note 3,14
8100-246,2024-07-20,20:39:06.016943,Candies,Candies,2,4.79,9.58,Credit Card,Seller D,0.31,1.53,Note 4,2
7117-608,2024-07-13,20:39:06.016943,Magazine,Others,9,10.5,94.5,Bank Transfer,Seller B,16.92,15.12,Note 3,41
3460-634,2024-08-04,20:39:06.016943,Lucky Strike,Cigarettes,12,11,132,PayPal,Seller D,22.72,34.23,Note 4,1
7388-755,2024-07-04,20:39:06.016943,Toilet Paper,Others,20,18.66,373.2,Credit Card,Seller A,52.38,59.71,Note 2,9
1024-645,2024-07-23,20:39:06.016943,Magazine,Others,14,15.76,220.64,PayPal,Seller C,60.66,35.3,Note 1,17
1260-120,2024-08-03,20:39:06.032567,Marlboro,Cigarettes,5,13,65,Credit Card,Seller C,10.73,6.82,Note 4,2
9943-811,2024-08-23,20:39:06.032567,Water,Drinks,10,18.66,186.6,Bank Transfer,Seller D,0.99,29.86,Note 2,32
7975-161,2024-08-10,20:39:06.032567,Camel,Cigarettes,13,17,221,Bank Transfer,Seller C,42.47,36.52,Note 3,51
5409-573,2024-08-17,20:39:06.032567,Camel,Cigarettes,19,17,323,PayPal,Seller D,86.45,53.38,Note 4,36
6356-182,2024-07-23,20:39:06.032567,Water,Drinks,19,3.08,58.52,Bank Transfer,Seller A,10.14,9.36,Note 3,7
6400-291,2024-08-03,20:39:06.032567,Toilet Paper,Others,5,14.51,72.55,Bank Transfer,Seller B,2.89,11.61,Note 4,5
3874-335,2024-08-19,20:39:06.048192,Cookies,Candies,14,18.42,257.88,Cash,Seller C,61.38,41.26,Note 2,22
7868-179,2024-07-03,20:39:06.048192,Cookies,Candies,1,16.45,16.45,Bank Transfer,Seller D,0.84,2.63,Note 3,81
2114-833,2024-08-30,20:39:06.048192,Toilet Paper,Others,11,2.06,22.66,PayPal,Seller C,3.07,3.63,Note 2,89
3814-222,2024-07-04,20:39:06.048192,Beer,Drinks,19,10.81,205.39,PayPal,Seller A,13.75,32.86,Note 2,34
4440-401,2024-07-01,20:39:06.048192,Juice,Drinks,13,8.02,104.26,PayPal,Seller C,20.41,16.68,Note 2,90
3125-727,2024-07-11,20:39:06.048192,Chewing gums,Candies,3,14.53,43.59,Credit Card,Seller C,7.29,6.97,Note 2,72
4347-118,2024-07-30,20:39:06.048192,Camel,Cigarettes,5,17,85,Bank Transfer,Seller C,10.18,8.13,Note 2,50
